Exe0-4CCU,Exe1-4CCU,Exe3-4CCU,Exe2-4CCU,Exe4-4CCU,q1,q3,mean,median,mode,min,max,sstdev
-204.000000,-1002.000000,-169.000000,-123.000000,-216.000000,-216.00,-169.00,-342.80,-204.00,-1002.00,-1002.00,-123.00,370.27
-204.000000,-1002.000000,-169.000000,-123.000000,-216.000000,-216.00,-169.00,-342.80,-204.00,-1002.00,-1002.00,-123.00,370.27
-204.000000,-1002.000000,-161.000000,-123.000000,-216.000000,-216.00,-161.00,-341.20,-204.00,-1002.00,-1002.00,-123.00,371.23
-781.25,-1002.00,-1002.00,-218.00,-293.00,-1002.00,-293.00,-659.25,-781.25,-1002.00,-1002.00,-218.00,380.36
-183.00,-918.50,-171.00,-145.00,-216.00,-216.00,-171.00,-326.70,-183.00,-918.50,-918.50,-145.00,331.81
-519.58,-941.71,-623.53,-269.29,-304.14,-623.53,-304.14,-531.65,-519.58,-941.71,-941.71,-269.29,272.64
-346.00,-1002.00,-502.00,-163.00,-293.00,-502.00,-293.00,-461.20,-346.00,-1002.00,-1002.00,-163.00,325.81
-1002.00,-1002.00,-1002.00,-163.00,-293.00,-1002.00,-293.00,-692.40,-1002.00,-1002.00,-1002.00,-163.00,426.42
-1002.00,-1002.00,-1002.00,-1002.00,-1002.00,-1002.00,-1002.00,-1002.00,-1002.00,-1002.00,-1002.00,-1002.00,0.00
-136.00,-160.00,-125.00,-123.00,-184.00,-160.00,-125.00,-145.60,-136.00,-184.00,-184.00,-123.00,26.02
346.32,160.09,374.89,262.82,174.88,174.88,346.32,263.80,262.82,160.09,160.09,374.89,97.23
