Exe2-1BCU,Exe3-1BCU,Exe4-1BCU,Exe1-1BCU,Exe0-1BCU,q1,q3,mean,median,mode,min,max,sstdev
-197.000000,-199.000000,-124.000000,-168.000000,-129.000000,-197.00,-129.00,-163.40,-168.00,-199.00,-199.00,-124.00,35.89
-197.000000,-199.000000,-124.000000,-169.000000,-129.000000,-197.00,-129.00,-163.60,-169.00,-199.00,-199.00,-124.00,35.93
-197.000000,-198.000000,-124.000000,-168.000000,-129.000000,-197.00,-129.00,-163.20,-168.00,-198.00,-198.00,-124.00,35.65
-197.000000,-197.000000,-124.000000,-164.000000,-129.000000,-197.00,-129.00,-162.20,-164.00,-197.00,-197.00,-124.00,35.31
-194.000000,-198.000000,-124.000000,-165.000000,-129.000000,-194.00,-129.00,-162.00,-165.00,-198.00,-198.00,-124.00,34.86
-195.000000,-196.000000,-124.000000,-164.000000,-129.000000,-195.00,-129.00,-161.60,-164.00,-196.00,-196.00,-124.00,34.57
-129.000000,-197.000000,-124.000000,-150.000000,-129.000000,-150.00,-129.00,-145.80,-129.00,-129.00,-197.00,-124.00,30.33
-196.000000,-196.000000,-124.000000,-169.000000,-129.000000,-196.00,-129.00,-162.80,-169.00,-196.00,-196.00,-124.00,34.97
-196.000000,-198.000000,-123.000000,-164.000000,-129.000000,-196.00,-129.00,-162.00,-164.00,-198.00,-198.00,-123.00,35.59
-196.000000,-132.000000,-124.000000,-164.000000,-129.000000,-164.00,-129.00,-149.00,-132.00,-196.00,-196.00,-124.00,30.61
-196.000000,-196.000000,-123.000000,-164.000000,-129.000000,-196.00,-129.00,-161.60,-164.00,-196.00,-196.00,-123.00,35.09
-195.000000,-196.000000,-124.000000,-152.000000,-124.000000,-195.00,-124.00,-158.20,-152.00,-124.00,-196.00,-124.00,35.92
-192.000000,-195.000000,-123.000000,-150.000000,-122.000000,-192.00,-123.00,-156.40,-150.00,-195.00,-195.00,-122.00,35.70
-194.000000,-195.000000,-124.000000,-164.000000,-129.000000,-194.00,-129.00,-161.20,-164.00,-195.00,-195.00,-124.00,34.08
-191.000000,-195.000000,-124.000000,-164.000000,-129.000000,-191.00,-129.00,-160.60,-164.00,-195.00,-195.00,-124.00,33.38
-192.000000,-195.000000,-124.000000,-165.000000,-125.000000,-192.00,-125.00,-160.20,-165.00,-195.00,-195.00,-124.00,34.62
-194.000000,-195.000000,-124.000000,-164.000000,-129.000000,-194.00,-129.00,-161.20,-164.00,-195.00,-195.00,-124.00,34.08
-193.000000,-195.000000,-123.000000,-163.000000,-129.000000,-193.00,-129.00,-160.60,-163.00,-195.00,-195.00,-123.00,34.10
-192.000000,-195.000000,-124.000000,-150.000000,-129.000000,-192.00,-129.00,-158.00,-150.00,-195.00,-195.00,-124.00,33.86
-127.000000,-195.000000,-123.000000,-163.000000,-129.000000,-163.00,-127.00,-147.40,-129.00,-195.00,-195.00,-123.00,31.06
