Exe0-2BCU,Exe1-2BCU,Exe3-2BCU,Exe2-2BCU,Exe4-2BCU,q1,q3,mean,median,mode,min,max,sstdev
-165.000000,-134.000000,-128.000000,-171.000000,-125.000000,-165.00,-128.00,-144.60,-134.00,-171.00,-171.00,-125.00,21.71
-165.000000,-126.000000,-129.000000,-203.000000,-125.000000,-165.00,-126.00,-149.60,-129.00,-203.00,-203.00,-125.00,34.19
-131.000000,-126.000000,-128.000000,-203.000000,-125.000000,-131.00,-126.00,-142.60,-128.00,-203.00,-203.00,-125.00,33.84
-159.000000,-126.000000,-127.000000,-203.000000,-124.000000,-159.00,-126.00,-147.80,-127.00,-203.00,-203.00,-124.00,34.08
-206.00,-209.00,-211.25,-292.00,-158.75,-211.25,-206.00,-215.40,-209.00,-292.00,-292.00,-158.75,48.02
-166.00,-155.50,-131.00,-203.00,-128.00,-166.00,-131.00,-156.70,-155.50,-203.00,-203.00,-128.00,30.48
-204.67,-185.82,-185.29,-233.43,-148.43,-204.67,-185.29,-191.53,-185.82,-233.43,-233.43,-148.43,31.05
-169.00,-200.50,-162.00,-207.00,-129.00,-200.50,-162.00,-173.50,-169.00,-207.00,-207.00,-129.00,31.56
-169.00,-209.00,-129.00,-203.00,-129.00,-203.00,-129.00,-167.80,-169.00,-129.00,-209.00,-129.00,38.56
-472.00,-406.00,-554.00,-401.00,-210.00,-472.00,-401.00,-408.60,-406.00,-554.00,-554.00,-210.00,127.15
-131.00,-123.00,-126.00,-124.00,-124.00,-126.00,-124.00,-125.60,-124.00,-124.00,-131.00,-123.00,3.21
73.11,45.12,78.35,50.97,34.14,45.12,73.11,56.34,50.97,34.14,34.14,78.35,18.80
