Exe1-8BCU,Exe0-8BCU,Exe4-8BCU,Exe2-8BCU,Exe3-8BCU,q1,q3,mean,median,mode,min,max,sstdev
-158.000000,-130.000000,-164.000000,-160.000000,-138.000000,-160.00,-138.00,-150.00,-158.00,-164.00,-164.00,-130.00,15.03
-154.000000,-130.000000,-129.000000,-152.000000,-145.000000,-152.00,-130.00,-142.00,-145.00,-154.00,-154.00,-129.00,11.90
-149.000000,-130.000000,-128.000000,-158.000000,-146.000000,-149.00,-130.00,-142.20,-146.00,-158.00,-158.00,-128.00,12.85
-149.000000,-130.000000,-128.000000,-160.000000,-139.000000,-149.00,-130.00,-141.20,-139.00,-160.00,-160.00,-128.00,13.41
-149.000000,-130.000000,-128.000000,-158.000000,-141.000000,-149.00,-130.00,-141.20,-141.00,-158.00,-158.00,-128.00,12.68
-149.000000,-130.000000,-128.000000,-160.000000,-144.000000,-149.00,-130.00,-142.20,-144.00,-160.00,-160.00,-128.00,13.39
-137.000000,-130.000000,-128.000000,-160.000000,-144.000000,-144.00,-130.00,-139.80,-137.00,-160.00,-160.00,-128.00,12.93
-134.000000,-130.000000,-128.000000,-160.000000,-144.000000,-144.00,-130.00,-139.20,-134.00,-160.00,-160.00,-128.00,13.16
-132.000000,-130.000000,-129.000000,-159.000000,-142.000000,-142.00,-130.00,-138.40,-132.00,-159.00,-159.00,-129.00,12.62
-134.000000,-129.000000,-136.000000,-159.000000,-138.000000,-138.00,-134.00,-139.20,-136.00,-159.00,-159.00,-129.00,11.56
-134.000000,-129.000000,-136.000000,-160.000000,-141.000000,-141.00,-134.00,-140.00,-136.00,-160.00,-160.00,-129.00,11.98
-134.000000,-128.000000,-162.000000,-156.000000,-147.000000,-156.00,-134.00,-145.40,-147.00,-162.00,-162.00,-128.00,14.35
-134.000000,-129.000000,-162.000000,-159.000000,-147.000000,-159.00,-134.00,-146.20,-147.00,-162.00,-162.00,-129.00,14.65
-134.000000,-129.000000,-129.000000,-159.000000,-135.000000,-135.00,-129.00,-137.20,-134.00,-129.00,-159.00,-129.00,12.50
-134.000000,-129.000000,-129.000000,-159.000000,-143.000000,-143.00,-129.00,-138.80,-134.00,-129.00,-159.00,-129.00,12.66
-134.000000,-129.000000,-162.000000,-159.000000,-136.000000,-159.00,-134.00,-144.00,-136.00,-162.00,-162.00,-129.00,15.31
-134.000000,-129.000000,-162.000000,-159.000000,-143.000000,-159.00,-134.00,-145.40,-143.00,-162.00,-162.00,-129.00,14.71
-134.000000,-129.000000,-162.000000,-159.000000,-143.000000,-159.00,-134.00,-145.40,-143.00,-162.00,-162.00,-129.00,14.71
-133.000000,-129.000000,-162.000000,-146.000000,-136.000000,-146.00,-133.00,-141.20,-136.00,-162.00,-162.00,-129.00,13.22
-134.000000,-129.000000,-129.000000,-146.000000,-145.000000,-145.00,-129.00,-136.60,-134.00,-129.00,-146.00,-129.00,8.38
-132.000000,-129.000000,-128.000000,-145.000000,-143.000000,-143.00,-129.00,-135.40,-132.00,-145.00,-145.00,-128.00,8.02
-138.000000,-129.000000,-162.000000,-145.000000,-136.000000,-145.00,-136.00,-142.00,-138.00,-162.00,-162.00,-129.00,12.55
-138.000000,-129.000000,-156.000000,-146.000000,-141.000000,-146.00,-138.00,-142.00,-141.00,-156.00,-156.00,-129.00,9.97
-129.000000,-129.000000,-162.000000,-146.000000,-141.000000,-146.00,-129.00,-141.40,-141.00,-129.00,-162.00,-129.00,13.72
-134.000000,-127.000000,-162.000000,-145.000000,-141.000000,-145.00,-134.00,-141.80,-141.00,-162.00,-162.00,-127.00,13.22
-134.000000,-129.000000,-160.000000,-145.000000,-137.000000,-145.00,-134.00,-141.00,-137.00,-160.00,-160.00,-129.00,12.10
-134.000000,-129.000000,-161.000000,-145.000000,-140.000000,-145.00,-134.00,-141.80,-140.00,-161.00,-161.00,-129.00,12.32
-134.000000,-129.000000,-161.000000,-145.000000,-139.000000,-145.00,-134.00,-141.60,-139.00,-161.00,-161.00,-129.00,12.36
-134.000000,-129.000000,-162.000000,-145.000000,-135.000000,-145.00,-134.00,-141.00,-135.00,-162.00,-162.00,-129.00,13.10
-133.000000,-129.000000,-162.000000,-145.000000,-141.000000,-145.00,-133.00,-142.00,-141.00,-162.00,-162.00,-129.00,12.85
-134.000000,-129.000000,-163.000000,-134.000000,-136.000000,-136.00,-134.00,-139.20,-134.00,-134.00,-163.00,-129.00,13.55
-134.000000,-129.000000,-162.000000,-134.000000,-141.000000,-141.00,-134.00,-140.00,-134.00,-134.00,-162.00,-129.00,13.02
-134.000000,-129.000000,-163.000000,-134.000000,-141.000000,-141.00,-134.00,-140.20,-134.00,-134.00,-163.00,-129.00,13.44
-134.000000,-129.000000,-162.000000,-134.000000,-139.000000,-139.00,-134.00,-139.60,-134.00,-134.00,-162.00,-129.00,13.01
-204.00,-206.00,-211.75,-163.00,-162.25,-206.00,-163.00,-189.40,-204.00,-211.75,-211.75,-162.25,24.61
-134.00,-129.75,-128.00,-157.50,-139.00,-139.00,-129.75,-137.65,-134.00,-157.50,-157.50,-128.00,11.88
-171.29,-183.32,-211.34,-167.87,-149.54,-183.32,-167.87,-176.67,-171.29,-211.34,-211.34,-149.54,22.85
-150.00,-151.00,-162.00,-161.00,-143.00,-161.00,-150.00,-153.40,-151.00,-162.00,-162.00,-143.00,8.02
-150.00,-129.00,-128.00,-164.00,-141.00,-150.00,-129.00,-142.40,-141.00,-164.00,-164.00,-128.00,15.11
-452.00,-405.00,-1002.00,-802.00,-260.00,-802.00,-405.00,-584.20,-452.00,-1002.00,-1002.00,-260.00,306.87
-129.00,-127.00,-128.00,-128.00,-134.00,-129.00,-128.00,-129.20,-128.00,-128.00,-134.00,-127.00,2.77
57.49,70.90,188.34,70.22,16.40,57.49,70.90,80.67,70.22,16.40,16.40,188.34,64.16
