Exe0-2BCU,Exe1-2BCU,Exe2-2BCU,Exe3-2BCU,Exe4-2BCU,q1,q3,mean,median,mode,min,max,sstdev
319,338,322,298,366,319.00,338.00,328.60,322.00,298.00,298.00,366.00,25.29
-398.000000,-209.000000,-399.000000,-401.000000,-473.000000,-401.00,-398.00,-376.00,-399.00,-473.00,-473.00,-209.00,98.66
-398.000000,-209.000000,-394.000000,-393.000000,-390.000000,-394.00,-390.00,-356.80,-393.00,-398.00,-398.00,-209.00,82.67
-216.000000,-209.000000,-255.000000,-391.000000,-211.000000,-255.00,-211.00,-256.40,-216.00,-391.00,-391.00,-209.00,77.56
-201.000000,-209.000000,-209.000000,-303.000000,-209.000000,-209.00,-209.00,-226.20,-209.00,-209.00,-303.00,-201.00,43.07
-201.000000,-211.000000,-176.000000,-278.000000,-211.000000,-211.00,-201.00,-215.40,-211.00,-211.00,-278.00,-176.00,37.81
-201.000000,-211.000000,-209.000000,-278.000000,-209.000000,-211.00,-209.00,-221.60,-209.00,-209.00,-278.00,-201.00,31.76
-201.000000,-209.000000,-209.000000,-213.000000,-209.000000,-209.00,-209.00,-208.20,-209.00,-209.00,-213.00,-201.00,4.38
-199.000000,-209.000000,-209.000000,-221.000000,-209.000000,-209.00,-209.00,-209.40,-209.00,-209.00,-221.00,-199.00,7.80
-200.000000,-209.000000,-202.000000,-141.000000,-209.000000,-209.00,-200.00,-192.20,-202.00,-209.00,-209.00,-141.00,28.91
-200.000000,-206.000000,-200.000000,-296.000000,-209.000000,-209.00,-200.00,-222.20,-206.00,-200.00,-296.00,-200.00,41.44
-200.000000,-209.000000,-200.000000,-212.000000,-209.000000,-209.00,-200.00,-206.00,-209.00,-209.00,-212.00,-200.00,5.61
-200.000000,-208.000000,-200.000000,-304.000000,-209.000000,-209.00,-200.00,-224.20,-208.00,-200.00,-304.00,-200.00,44.81
-200.000000,-208.000000,-200.000000,-246.000000,-207.000000,-208.00,-200.00,-212.20,-207.00,-200.00,-246.00,-200.00,19.27
-200.000000,-208.000000,-200.000000,-294.000000,-209.000000,-209.00,-200.00,-222.20,-208.00,-200.00,-294.00,-200.00,40.36
-200.000000,-208.000000,-198.000000,-294.000000,-209.000000,-209.00,-200.00,-221.80,-208.00,-294.00,-294.00,-198.00,40.65
-200.000000,-165.000000,-207.000000,-294.000000,-209.000000,-209.00,-200.00,-215.00,-207.00,-294.00,-294.00,-165.00,47.61
-200.000000,-165.000000,-197.000000,-291.000000,-209.000000,-209.00,-197.00,-212.40,-200.00,-291.00,-291.00,-165.00,46.98
-200.000000,-165.000000,-205.000000,-294.000000,-209.000000,-209.00,-200.00,-214.60,-205.00,-294.00,-294.00,-165.00,47.70
-200.000000,-208.000000,-206.000000,-294.000000,-209.000000,-209.00,-206.00,-223.40,-208.00,-294.00,-294.00,-200.00,39.62
-193.000000,-165.000000,-205.000000,-294.000000,-209.000000,-209.00,-193.00,-213.20,-205.00,-294.00,-294.00,-165.00,48.33
-198.000000,-208.000000,-207.000000,-294.000000,-209.000000,-209.00,-207.00,-223.20,-208.00,-294.00,-294.00,-198.00,39.82
-200.000000,-208.000000,-204.000000,-293.000000,-209.000000,-209.00,-204.00,-222.80,-208.00,-293.00,-293.00,-200.00,39.40
-200.000000,-167.000000,-209.000000,-292.000000,-199.000000,-209.00,-199.00,-213.40,-200.00,-292.00,-292.00,-167.00,46.74
